Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
8085   93035  1.00000000 0.58912590 NA         NA         NA       
8085   131873 0.90695690 0.50000000 NA         NA         NA       
8085   23345  0.57856950 0.12017120 0.04828870 0.31442050 0.0080172
8085   7428   0.02369050 0.00000000 -0.0299401 0.53294800 0.0037544
8085   288    0.82942100 0.41482530 NA         NA         NA       
8085   94025  0.26082420 5.23e-0500 0.00970350 0.83988720 0.0003821
8085   113146 0.61619720 0.15978400 -0.0299041 0.53344070 0.0045156
8085   29072  0.20913360 8e-0700000 0.05039760 0.29372800 0.0094125
8085   129446 0.76381370 0.33674840 NA         NA         NA       
8085   4703   1.00000000 0.58912590 NA         NA         NA       
8085   58508  0.61619720 0.15978400 -0.0299041 0.53344070 0.0045156
8085   6708   0.90695690 0.50000000 NA         NA         NA       
8085   64478  0.82942100 0.41482530 NA         NA         NA       
8085   146754 0.82942100 0.41482530 NA         NA         NA       
8085   6597   1.00000000 0.58912590 NA         NA         NA       
8085   7273   0.14430850 0.00000000 -0.0176264 0.71360250 0.0013526
8085   7399   0.65884190 0.20876990 0.30732430 0.00000000 0.1874267
8085   8242   0.37016970 0.00486680 0.09081720 0.05812000 0.0264966
8085   9947   0.82942100 0.41482530 NA         NA         NA       
8085   5290   1.00000000 0.58912590 NA         NA         NA       
55193  6261   16.5946349 0.99999990 NA         NA         NA       
55193  83872  10.5861138 0.99999990 NA         NA         NA       
55193  6263   18.2970492 0.99999990 NA         NA         NA       
55193  667    11.2745902 0.99999990 NA         NA         NA       
55193  4036   13.9755359 0.99999990 NA         NA         NA       
55193  472    15.1759563 0.99999990 NA         NA         NA       
55193  5728   12.0548634 0.99999990 NA         NA         NA       
55193  1770   12.9466042 0.99999990 NA         NA         NA       
55193  8314   8.08256330 0.99999990 NA         NA         NA       
55193  2312   18.2970492 0.99999990 NA         NA         NA       
55193  84059  12.9466042 0.99999990 NA         NA         NA       
55193  27445  13.9755359 0.99999990 NA         NA         NA       
55193  53353  15.1759563 0.99999990 NA         NA         NA       
55193  8289   18.2970492 0.99999990 NA         NA         NA       
55193  23013  13.9755359 0.99999990 NA         NA         NA       
55193  23499  16.5946349 0.99999990 NA         NA         NA       
55193  10142  16.5946349 0.99999990 NA         NA         NA       
55193  93035  18.2970492 0.99999990 NA         NA         NA       
55193  131873 16.5946349 0.99999990 NA         NA         NA       
55193  23345  10.5861138 0.99999990 NA         NA         NA       
55193  7428   0.43346680 0.00000000 0.14808950 0.00193240 0.0245906
55193  288    15.1759563 0.99999990 NA         NA         NA       
55193  94025  4.77231330 0.99999990 NA         NA         NA       
55193  113146 11.2745902 0.99999990 NA         NA         NA       
55193  29072  3.82652760 0.99999990 NA         NA         NA       
55193  129446 13.9755359 0.99999990 NA         NA         NA       
55193  4703   18.2970492 0.99999990 NA         NA         NA       
55193  58508  11.2745902 0.99999990 NA         NA         NA       
55193  6708   16.5946349 0.99999990 NA         NA         NA       
55193  64478  15.1759563 0.99999990 NA         NA         NA       
55193  146754 15.1759563 0.99999990 NA         NA         NA       
55193  6597   18.2970492 0.99999990 NA         NA         NA       
55193  7273   2.64041920 0.99999990 NA         NA         NA       
55193  7399   12.0548634 0.99999990 NA         NA         NA       
55193  8242   6.77301390 0.99999990 NA         NA         NA       
55193  9947   15.1759563 0.99999990 NA         NA         NA       
55193  5290   18.2970492 0.99999990 NA         NA         NA       
6261   83872  0.63792390 0.16849930 -0.0324055 0.49975050 0.0053873
6261   6263   1.10258820 0.67014950 NA         NA         NA       
6261   667    0.67941180 0.21740260 -0.0314005 0.51314940 0.0050608
6261   4036   0.84217190 0.41827810 NA         NA         NA       
6261   472    0.91450980 0.50000000 NA         NA         NA       
6261   5728   0.72643140 0.27556870 -0.0303673 0.52711650 0.0047355
6261   1770   0.78016810 0.34284240 NA         NA         NA       
6261   8314   0.48705880 0.03723210 -0.0370863 0.43986180 0.0070386
6261   2312   1.10258820 0.67014950 NA         NA         NA       
6261   84059  0.78016810 0.34284240 NA         NA         NA       
6261   27445  0.84217190 0.41827810 NA         NA         NA       
6261   53353  0.91450980 0.50000000 NA         NA         NA       
6261   8289   1.10258820 0.67014950 NA         NA         NA       
6261   23013  0.84217190 0.41827810 NA         NA         NA       
6261   23499  1.00000000 0.58517470 NA         NA         NA       
6261   10142  1.00000000 0.58517470 NA         NA         NA       
6261   93035  1.10258820 0.67014950 NA         NA         NA       
6261   131873 1.00000000 0.58517470 NA         NA         NA       
6261   23345  0.63792390 0.16849930 0.04314960 0.36874700 0.0063956
6261   7428   0.02612090 0.00000000 0.04461480 0.35269590 0.0082644
6261   288    0.91450980 0.50000000 NA         NA         NA       
6261   94025  0.28758170 0.00011900 -0.0482640 0.31466850 0.0118356
6261   113146 0.67941180 0.21740260 -0.0314005 0.51314940 0.0050608
6261   29072  0.23058820 2.3e-06000 0.04320870 0.36809090 0.006918
6261   129446 0.84217190 0.41827810 NA         NA         NA       
6261   4703   1.10258820 0.67014950 NA         NA         NA       
6261   58508  0.67941180 0.21740260 -0.0314005 0.51314940 0.0050608
6261   6708   1.00000000 0.58517470 NA         NA         NA       
6261   64478  0.91450980 0.50000000 NA         NA         NA       
6261   146754 0.91450980 0.50000000 NA         NA         NA       
6261   6597   1.10258820 0.67014950 NA         NA         NA       
6261   7273   0.15911280 0.00000000 0.01943680 0.68567940 0.001499
6261   7399   0.72643140 0.27556870 0.13011940 0.00651340 0.0443718
6261   8242   0.40814480 0.00877150 -0.0405132 0.39874840 0.0083826
6261   9947   0.91450980 0.50000000 NA         NA         NA       
6261   5290   1.10258820 0.67014950 NA         NA         NA       
83872  6263   1.72840100 0.94185710 NA         NA         NA       
83872  667    1.06503580 0.63839540 NA         NA         NA       
83872  4036   1.32017620 0.82343750 NA         NA         NA       
