Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
401024 23236  1.10601090 0.67269190 NA         NA         NA       
401024 89795  0.77283370 0.33999810 NA         NA         NA       
401024 7273   0.12797460 0.00000000 0.16654900 0.02028670 0.073317
401024 8295   0.91165760 0.50000000 NA         NA         NA       
401024 1108   1.10601090 0.67269190 NA         NA         NA       
401024 9980   1.10601090 0.67269190 NA         NA         NA       
401024 6709   1.10601090 0.67269190 NA         NA         NA       
401024 57580  1.10601090 0.67269190 NA         NA         NA       
401024 65065  0.91165760 0.50000000 NA         NA         NA       
401024 4851   1.00000000 0.58658120 NA         NA         NA       
401024 7840   1.10601090 0.67269190 NA         NA         NA       
401024 91156  0.91165760 0.50000000 NA         NA         NA       
401024 80144  0.91165760 0.50000000 NA         NA         NA       
401024 23195  0.66871580 0.21267660 0.08854090 0.21956900 0.0179216
401024 7175   1.10601090 0.67269190 NA         NA         NA       
401024 6263   1.00000000 0.58658120 NA         NA         NA       
401024 10075  0.91165760 0.50000000 NA         NA         NA       
401024 23224  0.52295080 0.06653350 0.06347430 0.37925600 0.0099297
401024 5591   1.10601090 0.67269190 NA         NA         NA       
401024 140453 0.83690630 0.41679900 NA         NA         NA       
401024 83872  0.66871580 0.21267660 0.16956420 0.01809660 0.0572522
401024 4036   0.77283370 0.33999810 NA         NA         NA       
401024 287    0.91165760 0.50000000 NA         NA         NA       
401024 10178  1.00000000 0.58658120 NA         NA         NA       
401024 22989  1.00000000 0.58658120 NA         NA         NA       
401024 4217   1.10601090 0.67269190 NA         NA         NA       
401024 1832   1.10601090 0.67269190 NA         NA         NA       
401024 84059  0.38839850 0.00729090 0.16524670 0.02130140 0.0599036
401024 2975   1.10601090 0.67269190 NA         NA         NA       
401024 120114 0.83690630 0.41679900 NA         NA         NA       
401024 4627   1.00000000 0.58658120 NA         NA         NA       
401024 53353  0.83690630 0.41679900 NA         NA         NA       
401024 5789   1.10601090 0.67269190 NA         NA         NA       
401024 8289   0.77283370 0.33999810 NA         NA         NA       
401024 54625  1.10601090 0.67269190 NA         NA         NA       
401024 577    1.00000000 0.58658120 NA         NA         NA       
401024 5728   0.71730420 0.27161470 0.09592040 0.18336940 0.0205388
401024 64324  1.10601090 0.67269190 NA         NA         NA       
401024 4780   0.91165760 0.50000000 NA         NA         NA       
401024 346007 1.00000000 0.58658120 NA         NA         NA       
401024 6476   1.00000000 0.58658120 NA         NA         NA       
401024 2312   0.52295080 0.06653350 -0.0098234 0.89186620 0.0002877
401024 25981  1.10601090 0.67269190 NA         NA         NA       
401024 27445  0.71730420 0.27161470 0.26281320 0.00021370 0.1204618
401024 5339   0.83690630 0.41679900 NA         NA         NA       
401024 5469   1.00000000 0.58658120 NA         NA         NA       
401024 23013  1.10601090 0.67269190 NA         NA         NA       
401024 9735   1.10601090 0.67269190 NA         NA         NA       
401024 1301   1.10601090 0.67269190 NA         NA         NA       
401024 440435 1.10601090 0.67269190 NA         NA         NA       
401024 8029   1.00000000 0.58658120 NA         NA         NA       
401024 4703   0.77283370 0.33999810 NA         NA         NA       
401024 5310   1.10601090 0.67269190 NA         NA         NA       
401024 58508  0.34200110 0.00202580 0.02223240 0.75831190 0.0013605
401024 85441  1.10601090 0.67269190 NA         NA         NA       
401024 2064   1.10601090 0.67269190 NA         NA         NA       
401024 1387   0.83690630 0.41679900 NA         NA         NA       
401024 93035  1.00000000 0.58658120 NA         NA         NA       
401024 8927   1.00000000 0.58658120 NA         NA         NA       
401024 9659   1.00000000 0.58658120 NA         NA         NA       
401024 146754 0.83690630 0.41679900 NA         NA         NA       
401024 2196   1.00000000 0.58658120 NA         NA         NA       
401024 1767   1.00000000 0.58658120 NA         NA         NA       
401024 84033  0.62584380 0.16336080 0.00284420 0.96860370 2.31e-05
401024 8085   0.46994540 0.03370450 0.19348340 0.00686990 0.0769509
401024 154664 1.00000000 0.58658120 NA         NA         NA       
401024 285190 1.10601090 0.67269190 NA         NA         NA       
401024 157680 1.10601090 0.67269190 NA         NA         NA       
401024 139378 1.00000000 0.58658120 NA         NA         NA       
401024 80070  1.00000000 0.58658120 NA         NA         NA       
7399   2195   1.88181820 0.96209100 NA         NA         NA       
7399   727897 1.31493510 0.82182790 NA         NA         NA       
7399   463    1.70144630 0.93938450 NA         NA         NA       
7399   5290   0.27208400 2.8e-06000 0.12290260 0.08777540 0.0291947
7399   6262   0.84253250 0.36800800 NA         NA         NA       
7399   114788 1.42395100 0.86949380 NA         NA         NA       
7399   10721  1.55113640 0.90870290 NA         NA         NA       
7399   6261   1.88181820 0.96209100 NA         NA         NA       
7399   3105   1.13778410 0.70464340 NA         NA         NA       
7399   1768   1.22045450 0.76643440 NA         NA         NA       
7399   472    1.70144630 0.93938450 NA         NA         NA       
7399   196385 1.55113640 0.90870290 NA         NA         NA       
7399   79659  1.88181820 0.96209100 NA         NA         NA       
7399   80731  1.88181820 0.96209100 NA         NA         NA       
7399   338    1.22045450 0.76643440 NA         NA         NA       
7399   8701   1.88181820 0.96209100 NA         NA         NA       
7399   2033   0.84253250 0.36800800 NA         NA         NA       
7399   1756   0.88977270 0.43231180 NA         NA         NA       
7399   26154  1.22045450 0.76643440 NA         NA         NA       
7399   23499  1.88181820 0.96209100 NA         NA         NA       
7399   55294  0.94198560 0.50000000 NA         NA         NA       
7399   3106   1.70144630 0.93938450 NA         NA         NA       
7399   23230  1.55113640 0.90870290 NA         NA         NA       
7399   23345  0.76037550 0.25465270 0.21247440 0.00293620 0.0711442
7399   259282 1.88181820 0.96209100 NA         NA         NA       
7399   1778   1.88181820 0.96209100 NA         NA         NA       
7399   55567  1.42395100 0.86949380 NA         NA         NA       
7399   64478  1.31493510 0.82182790 NA         NA         NA       
7399   202333 1.55113640 0.90870290 NA         NA         NA       
7399   94025  0.60633120 0.07848230 0.07088320 0.32602880 0.009492
7399   113146 1.55113640 0.90870290 NA         NA         NA       
7399   2065   1.70144630 0.93938450 NA         NA         NA       
7399   3096   1.88181820 0.96209100 NA         NA         NA       
7399   51168  1.70144630 0.93938450 NA         NA         NA       
7399   129446 1.55113640 0.90870290 NA         NA         NA       
7399   2804   1.31493510 0.82182790 NA         NA         NA       
7399   1462   1.55113640 0.90870290 NA         NA         NA       
7399   25878  1.70144630 0.93938450 NA         NA         NA       
7399   2186   1.70144630 0.93938450 NA         NA         NA       
7399   8642   1.55113640 0.90870290 NA         NA         NA       
7399   164045 1.70144630 0.93938450 NA         NA         NA       
7399   667    1.13778410 0.70464340 NA         NA         NA       
7399   4810   1.55113640 0.90870290 NA         NA         NA       
7399   10847  1.55113640 0.90870290 NA         NA         NA       
7399   5314   1.88181820 0.96209100 NA         NA         NA       
7399   55636  1.55113640 0.90870290 NA         NA         NA       
7399   288    1.70144630 0.93938450 NA         NA         NA       
7399   23236  1.88181820 0.96209100 NA         NA         NA       
7399   89795  1.31493510 0.82182790 NA         NA         NA       
7399   7273   0.21774190 0.00000000 0.16182730 0.02417690 0.0511806
7399   8295   1.55113640 0.90870290 NA         NA         NA       
7399   1108   1.88181820 0.96209100 NA         NA         NA       
7399   9980   1.88181820 0.96209100 NA         NA         NA       
7399   6709   1.88181820 0.96209100 NA         NA         NA       
7399   57580  1.88181820 0.96209100 NA         NA         NA       
7399   65065  1.55113640 0.90870290 NA         NA         NA       
7399   4851   1.70144630 0.93938450 NA         NA         NA       
7399   7840   1.88181820 0.96209100 NA         NA         NA       
7399   91156  1.55113640 0.90870290 NA         NA         NA       
7399   80144  1.55113640 0.90870290 NA         NA         NA       
7399   23195  1.13778410 0.70464340 NA         NA         NA       
7399   7175   1.88181820 0.96209100 NA         NA         NA       
7399   6263   1.70144630 0.93938450 NA         NA         NA       
7399   10075  1.55113640 0.90870290 NA         NA         NA       
7399   23224  0.88977270 0.43231180 NA         NA         NA       
7399   5591   1.88181820 0.96209100 NA         NA         NA       
7399   140453 1.42395100 0.86949380 NA         NA         NA       
7399   83872  1.13778410 0.70464340 NA         NA         NA       
7399   4036   1.31493510 0.82182790 NA         NA         NA       
7399   287    1.55113640 0.90870290 NA         NA         NA       
7399   10178  1.70144630 0.93938450 NA         NA         NA       
7399   22989  1.70144630 0.93938450 NA         NA         NA       
7399   4217   1.88181820 0.96209100 NA         NA         NA       
7399   1832   1.88181820 0.96209100 NA         NA         NA       
7399   84059  0.66083920 0.13111820 0.23925230 0.00078000 0.0902011
7399   2975   1.88181820 0.96209100 NA         NA         NA       
7399   120114 1.42395100 0.86949380 NA         NA         NA       
7399   4627   1.70144630 0.93938450 NA         NA         NA       
7399   53353  1.42395100 0.86949380 NA         NA         NA       
7399   5789   1.88181820 0.96209100 NA         NA         NA       
7399   8289   1.31493510 0.82182790 NA         NA         NA       
7399   54625  1.88181820 0.96209100 NA         NA         NA       
7399   577    1.70144630 0.93938450 NA         NA         NA       
7399   5728   1.22045450 0.76643440 NA         NA         NA       
7399   64324  1.88181820 0.96209100 NA         NA         NA       
7399   4780   1.55113640 0.90870290 NA         NA         NA       
7399   346007 1.70144630 0.93938450 NA         NA         NA       
7399   6476   1.70144630 0.93938450 NA         NA         NA       
