Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
94025  7273   0.34979760 0.00069510 0.19166940 0.02047250 0.0619281
6263   6262   1.00000000 0.59127430 NA         NA         NA       
6263   84624  0.69327730 0.26174650 0.09587890 0.24964760 0.0190326
6263   83732  0.12165780 0.00000000 -0.0988891 0.23502120 0.027177
6263   114784 1.00000000 0.59127430 NA         NA         NA       
6263   5936   0.09962050 0.00000000 -0.1232449 0.13833250 0.0420294
6263   5989   0.37377450 0.00833510 0.17238660 0.03746560 0.0606406
6263   23387  0.75226240 0.33239340 NA         NA         NA       
6263   79633  1.00000000 0.59127430 NA         NA         NA       
6263   8202   0.69327730 0.26174650 0.09587890 0.24964760 0.0190312
6263   6261   0.82107840 0.41255310 NA         NA         NA       
6263   8471   0.59742650 0.15212130 0.07848250 0.34639250 0.0133674
6263   165    0.33936650 0.00345610 0.01553470 0.85236290 0.000603
6263   713    0.23319330 3.56e-0500 -0.0252327 0.76241210 0.0016923
6263   6708   1.00000000 0.59127430 NA         NA         NA       
6263   54502  0.35588240 0.00540400 -0.0512745 0.53879850 0.0075765
6263   11178  1.00000000 0.59127430 NA         NA         NA       
6263   7157   0.03382350 0.00000000 0.06716780 0.42051660 0.0124315
6263   120114 0.90240640 0.50000000 NA         NA         NA       
6263   4089   0.26194850 0.00018160 -0.0781182 0.34864240 0.0182389
6263   2196   1.00000000 0.59127430 NA         NA         NA       
6263   53353  0.82107840 0.41255310 NA         NA         NA       
6263   1029   0.28431370 0.00050860 0.06343370 0.44686590 0.009459
6263   84033  0.90240640 0.50000000 NA         NA         NA       
6263   7301   0.69327730 0.26174650 -0.0883095 0.28916790 0.0375994
6263   8085   0.29665310 0.00083640 0.00093100 0.99110130 2.2e-06
6263   353139 0.15984650 0.00000000 0.04957620 0.55234610 0.006073
6263   83637  0.82107840 0.41255310 NA         NA         NA       
6263   8857   0.82107840 0.41255310 NA         NA         NA       
6263   57477  0.90240640 0.50000000 NA         NA         NA       
6263   2830   0.82107840 0.41255310 NA         NA         NA       
6263   375248 0.37377450 0.00833510 0.02605840 0.75487950 0.0016581
6263   133746 0.12165780 0.00000000 0.12495280 0.13290890 0.0384842
6263   7273   0.20897830 6.4e-06000 0.08634890 0.30004960 0.0176033
6262   84624  0.69327730 0.26174650 0.00378470 0.96383810 3.63e-05
6262   83732  0.12165780 0.00000000 0.06899240 0.40797700 0.0118552
6262   114784 1.00000000 0.59127430 NA         NA         NA       
6262   5936   0.09962050 0.00000000 -0.0135269 0.87126780 0.0004714
6262   5989   0.37377450 0.00833510 0.02605840 0.75487950 0.0016599
6262   23387  0.75226240 0.33239340 NA         NA         NA       
